#solverEARandom,
#Instance,Iteration,Segments,Edges,Vertices,Max k,Time,Solution value,Upper bound value,
ic_die05-darkness-50-int-42,2,172,6720,3324,25,906863354503,30512.680924,
ic_die05-darkness-50-int-42,2,172,6720,3324,30,952711723975,38641.560112,
random-2-opt-60-1337,0,193,7435,3681,25,920164245832,75795.850147,
random-2-opt-60-1337,0,193,7435,3681,30,922512740784,94620.363447,
random-2-opt-60-1337,1,209,8801,4356,25,931399271966,81199.735032,
random-2-opt-60-1337,1,209,8801,4356,30,914731058236,101033.963830,
random-2-opt-60-1337,2,246,12082,5978,25,933131081908,89244.213797,
random-2-opt-60-1337,2,246,12082,5978,30,925371238196,112539.823237,
von_koch-random-55-3,0,163,5373,2645,25,690116863294,26683.971468,
von_koch-random-55-3,0,163,5373,2645,30,910274585036,32597.515623,
von_koch-random-55-3,1,179,6153,3026,25,854106512022,29138.578792,
von_koch-random-55-3,1,179,6153,3026,30,943581976170,35413.824856,
von_koch-random-55-3,2,213,8481,4170,25,677599526625,33545.987601,
von_koch-random-55-3,2,213,8481,4170,30,936711840167,40629.703677,
von_koch-random-55-4,0,163,5982,2948,25,689494100966,81015.727807,
von_koch-random-55-4,0,163,5982,2948,30,917919341483,97742.094351,
von_koch-random-55-4,1,179,6789,3342,25,897381448883,86617.478047,
von_koch-random-55-4,1,179,6789,3342,30,942357689897,105801.364099,
von_koch-random-55-4,2,213,9115,4480,25,947468477402,91137.119533,
von_koch-random-55-4,2,213,9115,4480,30,959974672906,111780.353894,
von_koch-random-60-2,0,193,8426,4153,25,965674634035,10217.428467,
von_koch-random-60-2,0,193,8426,4153,30,938461619767,12573.718178,
von_koch-random-60-2,1,209,9717,4787,25,937218129652,10549.975086,
von_koch-random-60-2,1,209,9717,4787,30,979604682205,13110.837443,
von_koch-random-60-2,2,246,13518,6665,25,918646743982,11784.692519,
von_koch-random-60-2,2,246,13518,6665,30,1027996861933,14732.536950,
von_koch-random-60-5,0,193,7031,3462,25,908192221782,980138.020675,
von_koch-random-60-5,0,193,7031,3462,30,917001883045,1192283.019622,
von_koch-random-60-5,1,209,8390,4132,25,926715872190,1032574.483996,
von_koch-random-60-5,1,209,8390,4132,30,927460214685,1277726.239386,
von_koch-random-60-5,2,246,11869,5850,25,911327574552,1159035.903313,
von_koch-random-60-5,2,246,11869,5850,30,935811973103,1422206.472539,
random-x-monotone-55-1337,0,158,5948,2950,25,860865366091,75483.582754,
random-x-monotone-55-1337,0,158,5948,2950,30,917983121523,93851.833726,
random-x-monotone-55-1337,1,172,6820,3379,25,938195642143,78220.316650,
random-x-monotone-55-1337,1,172,6820,3379,30,904211357154,98244.639816,
random-x-monotone-55-1337,2,205,9073,4489,25,993554132203,83419.473308,
random-x-monotone-55-1337,2,205,9073,4489,30,920697043109,105463.763006,
von_koch-random-60-4,0,193,7654,3764,25,920758774676,78932.423826,
von_koch-random-60-4,0,193,7654,3764,30,913829979078,96252.283743,
von_koch-random-60-4,1,209,8986,4418,25,911742316015,80730.193063,
von_koch-random-60-4,1,209,8986,4418,30,986394745934,99853.205202,
von_koch-random-60-4,2,246,11435,5621,25,954470065513,89410.046423,
von_koch-random-60-4,2,246,11435,5621,30,917796373249,110349.084748,
von_koch-random-60-3,0,193,6361,3129,25,870986946992,27564.592697,
von_koch-random-60-3,0,193,6361,3129,30,945642117518,33738.150362,
von_koch-random-60-3,1,209,7494,3685,25,934742575861,29506.484986,
von_koch-random-60-3,1,209,7494,3685,30,951104646525,36276.900238,
von_koch-random-60-3,2,246,10551,5190,25,945308444629,33343.611404,
von_koch-random-60-3,2,246,10551,5190,30,992021129395,41089.859961,
von_koch-random-55-5,0,163,5896,2908,25,717845538653,978708.290433,
von_koch-random-55-5,0,163,5896,2908,30,940674135727,1201739.660604,
von_koch-random-55-5,1,179,7008,3453,25,925350605073,1080147.508365,
von_koch-random-55-5,1,179,7008,3453,30,905020393597,1312102.652060,
von_koch-random-55-5,2,213,9808,4831,25,953958076107,1209577.854987,
von_koch-random-55-5,2,213,9808,4831,30,912031863207,1480188.155894,
von_koch-random-55-2,0,163,6496,3209,25,903576850006,9733.061288,
von_koch-random-55-2,0,163,6496,3209,30,949225429090,12113.231866,
von_koch-random-55-2,1,179,7554,3729,25,917404022084,10351.832635,
von_koch-random-55-2,1,179,7554,3729,30,898800112842,12749.098285,
von_koch-random-55-2,2,213,10329,5093,25,964984817366,11467.330748,
von_koch-random-55-2,2,213,10329,5093,30,944346423344,14128.308817,
